SEQPLT18,YEAR,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,SECTOR,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON
8633,2018,OR,Interstate Solar,61832,Portland General Electric Co,15248,"SP Solar 1, LLC",61447,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,047,Marion,45.129,-122.899
8634,2018,OR,IP Springfield Oregon,50191,City of Eugene - (OR),6022,International Paper Corporation - Springfield,56289,Industrial CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,039,Lane,44.0569,-122.9555
8635,2018,OR,Jett Creek Windfarm (Burnt River),59490,Idaho Power Co,9191,Jett Creek,59860,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,001,Baker,44.425,-117.273889
8636,2018,OR,John C Boyle,3028,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.093611,-122.0703
8637,2018,OR,John Day,3082,Bonneville Power Administration,1738,USACE Northwestern Division,19400,Electric Utility,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,055,Sherman,45.71644,-120.69408
8638,2018,OR,Juniper Ridge Hydroelectric Project,57437,PacifiCorp,14354,Central Oregon Irrigation Dist,3220,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,017,Deschutes,44.142698,-121.269747
8639,2018,OR,Klamath Cogeneration Project,55103,Bonneville Power Administration,1738,Pacific Klamath Energy Inc,14372,IPP CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.173889,-121.810556
8640,2018,OR,Klamath Falls Solar 2 CSG,61553,PacifiCorp,14354,"Clean Focus Renewables, Inc.",60609,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.183,-121.764
8641,2018,OR,Klamath Generation Peakers,55544,PacifiCorp,14354,Pacific Klamath Energy Inc,14372,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.172718,-121.814393
8642,2018,OR,Klamath Solar,57924,PacifiCorp,14354,Avangrid Renewables LLC,15399,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.225,-121.781667
8643,2018,OR,Klondike Wind Power,55871,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,055,Sherman,45.5563,-120.5507
8644,2018,OR,Klondike Windpower II,56359,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,055,Sherman,45.571,-120.593
8645,2018,OR,Klondike Windpower III,56468,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,055,Sherman,45.5836,-120.5042
8646,2018,OR,Labish Solar LLC,62171,Portland General Electric Co,15248,Labish Solar LLC,61704,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,047,Marion,45.023,-122.922
8647,2018,OR,Lacomb Irrigation District,52155,PacifiCorp,14354,Lacomb Irrigation Dist,11290,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,043,Linn,44.597518,-122.685441
8648,2018,OR,Lakeview Cogeneration LLC,57398,PacifiCorp,14354,Avangrid Renewables LLC,15399,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,037,Lake,42.188889,-120.679166
8649,2018,OR,Leaburg,3068,City of Eugene - (OR),6022,Eugene Water & Electric Board,6013,Electric Utility,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,039,Lane,44.1011,-122.6892
8650,2018,OR,Leaning Juniper,56360,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.652457,-120.209783
8651,2018,OR,Leaning Juniper Wind Power II,57333,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.651,-120.2598
8652,2018,OR,Lemolo 1,3029,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,019,Douglas,43.3558,-122.2494
8653,2018,OR,Lemolo 2,6421,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,019,Douglas,43.280611,-122.40248
8654,2018,OR,Lime Wind,57803,Idaho Power Co,9191,Lime Wind LLC,57122,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,001,Baker,44.396944,-117.271944
8655,2018,OR,Lookout Point,3083,Bonneville Power Administration,1738,USACE Northwestern Division,19400,Electric Utility,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,039,Lane,43.9153,-122.7531
8656,2018,OR,Lost Creek,6174,PacifiCorp,14354,USACE Northwestern Division,19400,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,029,Jackson,42.6717,-122.6772
8657,2018,OR,McNary,3084,Bonneville Power Administration,1738,USACE Northwestern Division,19400,Electric Utility,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.9402,-119.2988
8658,2018,OR,Medford Operation,56193,PacifiCorp,14354,Boise Cascade Wood Products LLC,50082,Industrial CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,029,Jackson,42.355517,-122.904642
8659,2018,OR,Michell Butte Power Project,50360,Idaho Power Co,9191,Owyhee Irrigation District,14243,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.771896,-117.155023
8660,2018,OR,Middle Fork Irrigation District,50917,Hood River Electric Coop,8830,Middle Fork Irrigation Dist,12502,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,027,Hood River,45.480701,-121.59984
8661,2018,OR,Mill Creek Solar (OR),61338,Portland General Electric Co,15248,"SP Solar 5, LLC",60978,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,071,Yamhill,45.16964,-123.13633
8662,2018,OR,Montague Wind Power Facility LLC,58099,Bonneville Power Admin,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.5857,-120.0904
8663,2018,OR,Morgan Solar Center,61855,Idaho Power Co,9191,Enerparc Inc.,60496,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.951376,-117.07478
8664,2018,OR,Neal Hot Springs Geothermal Project,58022,Idaho Power Co,9191,US Geothermal Inc.,50147,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,44.023056,-117.46806
8665,2018,OR,"Nolin Hills Wind, LLC",60070,Bonneville Power Administration,1738,Capital Power Corporation,59365,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.55455,-119.11434
8666,2018,OR,North Fork,3047,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,005,Clackamas,45.243287,-122.27995
8667,2018,OR,North Hurlburt Wind LLC,57526,Bonneville Power Administration,1738,Caithness Shepherds Flat LLC,56865,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.731611,-120.083466
8668,2018,OR,"NorWest Energy 2, LLC",60548,PacifiCorp,14354,Cypress Creek Renewables,61060,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,017,Deschutes,44.06803,-121.22838
8669,2018,OR,"NorWest Energy 4, LLC",62268,PacifiCorp,14354,Radian Generation,61494,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.695,-121.614
8670,2018,OR,NorWest Energy 9 LLC,62241,PacifiCorp,14354,Radian Generation,61494,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.917,-119.343
8671,2018,OR,Oak Grove,6505,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,005,Clackamas,45.122009,-122.06987
8672,2018,OR,Old Mill Solar,59374,PacifiCorp,14354,Old Mill Solar,59143,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.203333,-121.046389
8673,2018,OR,Ontario Solar Center,61860,Idaho Power Co,9191,Enerparc Inc.,60496,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,44.112841,-117.028093
8674,2018,OR,Opal Springs Hydro,54251,PacifiCorp,14354,Desehutes Valley Water District,42744,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,031,Jefferson,44.49004,-121.298812
8675,2018,OR,"Open Range Solar Center, LLC",60332,Idaho Power Co,9191,Cypress Creek Renewables,61060,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.796766,-117.065311
8676,2018,OR,"OR Solar 2, LLC",61200,PacifiCorp,14354,"Origis Energy USA, Inc",58764,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,029,Jackson,42.542084,-122.781338
8677,2018,OR,"OR Solar 3, LLC",61201,PacifiCorp,14354,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.022336,-121.418873
8678,2018,OR,"OR Solar 5, LLC",61423,PacifiCorp,14354,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.030332,-121.611565
8679,2018,OR,"OR Solar 6, LLC",61430,PacifiCorp,14354,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,037,Lake,42.208988,-120.367807
8680,2018,OR,"OR Solar 8, LLC",61424,PacifiCorp,14354,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.238888,-121.585833
8681,2018,OR,"Orchard Windfarm, LLC",62935,PacifiCorp,14354,"Orchard Windfarm, LLC",62758,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.683033,-119.458333
8682,2018,OR,Oregon Convention Center,60112,Pacific Power & Light Co,14356,Tesla Inc.,60947,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,051,Multnomah,45.528457,-122.66317
8683,2018,OR,Oregon State University Energy Center,57653,PacifiCorp,14354,Oregon State University,56968,Commercial CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,003,Benton,44.564333,-123.289089
8684,2018,OR,Oregon Trail Windfarm LLC,56971,Bonneville Power Admin,1738,Echo 1,56802,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.7122,-119.4044
8685,2018,OR,Oregon University System OIT Klamath Fal,58961,PacifiCorp,14354,Tesla Inc.,60947,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.254167,-121.785
8686,2018,OR,Oregon University System Rabbit Field,59790,PacifiCorp,14354,Tesla Inc.,60947,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,003,Benton,44.573484,-123.31695
8687,2018,OR,"OSLH, LLC",60976,PacifiCorp,14354,"OSLH, LLC",60610,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,017,Deschutes,44.061,-121.228
8688,2018,OR,Outback Solar At Christmas Valley,58131,"Midstate Electric Coop, Inc",12439,"Outback Solar, LLC",58083,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,037,Lake,43.236944,-120.49
8689,2018,OR,Owyhee Dam Power Project,50361,Idaho Power Co,9191,Owyhee Irrigation District,14243,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.641603,-117.24374
8690,2018,OR,Oxbow (OR),3014,Idaho Power Co,9191,Idaho Power Co,9191,Electric Utility,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,001,Baker,44.971643,-116.835042
8691,2018,OR,Pacific Canyon Windfarm LLC,56972,Bonneville Power Admin,1738,Echo 1,56802,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.6542,-119.4869
8692,2018,OR,Paisley Geothermal Generating Plant,59382,Surprise Valley Electrification,18260,Surprise Valley Electrification,18260,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,037,Lake,42.695833,-120.557778
8693,2018,OR,PaTu Wind Farm LLC,57578,Bonneville Power Administration,1738,PaTu Wind Farm LLC,56916,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,055,Sherman,45.613061,-120.616906
8694,2018,OR,Pebble Springs Wind LLC,56789,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.7119,-120.125
8695,2018,OR,Pelton,3048,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,031,Jefferson,44.694374,-121.231379
8696,2018,OR,Perennial Wind Chaser Station,59721,Umatilla Electric Coop Assn,19325,Perennial-Wind Chaser LLC,59489,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.801999,-119.37212
8697,2018,OR,Peters Drive Plant,10324,PacifiCorp,14354,Farmer's Irrigation District,6201,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,027,Hood River,45.66764,-121.548455
8698,2018,OR,PHP 1,4213,Portland General Electric Co,15248,Portland City of,25835,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,051,Multnomah,45.481708,-122.083188
8699,2018,OR,PHP 2,4214,Portland General Electric Co,15248,Portland City of,25835,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,005,Clackamas,45.448977,-122.151257
8700,2018,OR,Poplars Ranch Solar LLC,59890,Bonneville Power Administration,1738,Capital Power Corporation,59365,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,037,Lake,43.268206,-120.913617
8701,2018,OR,Port Westward,56227,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,009,Columbia,46.17894,-123.172039
8702,2018,OR,Port Westward Unit 2,58266,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,009,Columbia,46.178889,-123.171944
8703,2018,OR,POTB Digester,58591,Tillamook Peoples Utility Dist,18917,Port of Tillamook Bay,58547,Electric Utility,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,057,Tillamook,45.414444,-123.804167
8704,2018,OR,Powerdale,3031,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,027,Hood River,45.7039,-121.5042
8705,2018,OR,Prospect 1,3032,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,029,Jackson,42.730717,-122.515122
8706,2018,OR,Prospect 2,3033,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,029,Jackson,42.731237,-122.513974
8707,2018,OR,Prospect 3,3034,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,029,Jackson,42.730606,-122.41846
8708,2018,OR,Prospect 4,3035,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,029,Jackson,42.733073,-122.515079
8709,2018,OR,Prospector Windfarm (Burnt River),59493,Idaho Power Co,9191,Prospector,59863,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,001,Baker,44.418056,-117.255
8710,2018,OR,"Railroad Solar Center, LLC",60333,Idaho Power Co,9191,Cypress Creek Renewables,61060,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.998019,-117.10118
8711,2018,OR,River Mill,3049,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,005,Clackamas,45.299991,-122.350023
8712,2018,OR,Riverbend Landfill,57019,City of McMinnville - (OR),12187,WM Renewable Energy LLC,54842,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,071,Yamhill,45.1672,-123.2511
8713,2018,OR,Roseburg LFG,57911,PacifiCorp,14354,Roseburg LFG Energy LLC,57285,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,019,Douglas,43.186111,-123.380278
8714,2018,OR,Round Butte,3050,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,031,Jefferson,44.605837,-121.277334
8715,2018,OR,Salem Smart Power Center,60441,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,047,Marion,44.922,-123.0183
8716,2018,OR,Sand Ranch Windfarm LLC,56973,Bonneville Power Admin,1738,Echo 1,56802,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.6447,-119.4767
8717,2018,OR,Seneca Sustainable Energy LLC,57457,City of Eugene - (OR),6022,Seneca Sustainable Energy LLC,56776,Industrial Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,039,Lane,44.116306,-123.179007
8718,2018,OR,Sheep Solar,61830,Portland General Electric Co,15248,"Sheep Solar, LLC",61448,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,047,Marion,44.826,-122.949
8719,2018,OR,"Shell New Energies, Junction City",59704,Blachly-Lane County Coop El Assn,1736,Equilon Enterprises LLC d/b/a Shell Oil,61909,IPP CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,039,Lane,44.183526,-123.200454
8720,2018,OR,Short Mountain,7413,Emerald People's Utility Dist,40437,Emerald People's Utility Dist,40437,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,039,Lane,43.96211,-122.997361
8721,2018,OR,Silverton Solar,61829,Portland General Electric Co,15248,"Silverton Solar, LLC",61449,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,047,Marion,45.014,-122.807
8722,2018,OR,Siphon Power Project,50980,PacifiCorp,14354,Central Oregon Irrigation Dist,3220,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,017,Deschutes,44.033022,-121.3297
8723,2018,OR,Slide Creek,3036,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,019,Douglas,43.2939,-122.4728
8724,2018,OR,Soda Springs,3037,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,019,Douglas,43.3061,-122.5014
8725,2018,OR,Solar Star Oregon II,61048,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,013,Crook,44.1843,-120.918
8726,2018,OR,South Hurlburt Wind LLC,57549,Bonneville Power Administration,1738,Caithness Shepherds Flat LLC,56865,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.706262,-120.079987
8727,2018,OR,Sprague Hydro,10737,PacifiCorp,14354,Sprague Hydro LLC,8353,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,035,Klamath,42.50136,-120.98944
8728,2018,OR,Star Point Wind Project LLC,57096,Bonneville Power Administration,1738,Avangrid Renewables LLC,15399,IPP Non-CHP,Avangrid Renewables LLC,AVRN,WECC,NWPP,WECC Northwest,,41,055,Sherman,45.51,-120.48
8729,2018,OR,"Steel Bridge Solar, LLC",60057,Portland General Electric Co,15248,Steel Bridge Solar. LLC,59788,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,053,Polk,45.068,-123.47
8730,2018,OR,Stone Creek,7508,City of Eugene - (OR),6022,Eugene Water & Electric Board,6013,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,005,Clackamas,45.081111,-121.886611
8731,2018,OR,Sullivan,3053,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,005,Clackamas,45.354004,-122.618954
8732,2018,OR,Summit Ridge I Wind Farm,58894,Bonneville Power Administration,1738,Pattern Operators LP,56545,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,065,Wasco,45.451667,-120.941667
8733,2018,OR,The Dalles,3895,Bonneville Power Administration,1738,USACE Northwestern Division,19400,Electric Utility,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,065,Wasco,45.614,-121.1346
8734,2018,OR,Threemile Canyon,56933,PacifiCorp,14354,"Threemile Canyon Wind I, LLC",56159,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.6758,-119.9375
8735,2018,OR,Threemile Digester,58382,PacifiCorp,14354,"TMF Biofuels, LLC",58370,IPP CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.71,-119.901111
8736,2018,OR,"Thunderegg Solar Center, LLC",60334,Idaho Power Co,9191,Cypress Creek Renewables,61060,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.93097,-116.987626
8737,2018,OR,Timothy Lake Powerhouse,60868,Portland General Electric Co,15248,Portland General Electric Co,15248,Electric Utility,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,005,Clackamas,45.370546,-121.756527
8738,2018,OR,Toketee Falls,3040,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,019,Douglas,43.272729,-122.447498
8739,2018,OR,"Tumbleweed Solar, LLC",61580,PacifiCorp,14354,"Heelstone Energy Holdings, LLC",59462,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,017,Deschutes,44.192575,-121.233106
8740,2018,OR,Tunnel 1 Power Project,50362,Idaho Power Co,9191,Owyhee Irrigation District,14243,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.642023,-117.232674
8741,2018,OR,Univ of Oregon Central Power Station,54950,City of Eugene - (OR),6022,University of Oregon,24008,Commercial CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,039,Lane,44.048333,-123.073889
8742,2018,OR,"Vale Air Solar Center, LLC",60335,Idaho Power Co,9191,Cypress Creek Renewables,61060,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,43.965031,-117.25806
8743,2018,OR,Vale Solar Center,61856,Idaho Power Co,9191,Enerparc Inc.,60496,IPP Non-CHP,Idaho Power Company,IPCO,WECC,NWPP,WECC Northwest,,41,045,Malheur,44.157874,-117.44434
8744,2018,OR,Valley Creek Solar,61828,Portland General Electric Co,15248,"SP Solar 8, LLC",61450,IPP Non-CHP,Portland General Electric Company,PGE,WECC,NWPP,WECC Northwest,,41,053,Polk,45.033,-123.094
8745,2018,OR,Vansycle,55125,Bonneville Power Administration,1738,ESI Vansycle Partners LP,6017,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.936157,-118.65999
8746,2018,OR,Vansycle II Wind Energy Center,58324,PacifiCorp,14354,FPL Energy Stateline II Inc,58298,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.899167,-118.591389
8747,2018,OR,Wagon Trail LLC,56974,Bonneville Power Admin,1738,Echo 3,56804,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.6531,-119.4625
8748,2018,OR,Wallowa Falls,3041,PacifiCorp,14354,PacifiCorp,14354,Electric Utility,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,063,Wallowa,45.266702,-117.212732
8749,2018,OR,Walterville,3071,City of Eugene - (OR),6022,Eugene Water & Electric Board,6013,Electric Utility,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,039,Lane,44.069636,-122.835046
8750,2018,OR,Ward Butte Windfarm LLC,56975,Bonneville Power Admin,1738,Echo 1,56802,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,059,Umatilla,45.6967,-119.4097
8751,2018,OR,Warm Springs Power Enterprises,54721,PacifiCorp,14354,Warm Springs Power Enterprises,20100,IPP Non-CHP,PacifiCorp - West,PACW,WECC,NWPP,WECC Northwest,,41,031,Jefferson,44.724242,-121.247729
8752,2018,OR,Waste Management Columbia Ridge LFGTE,57015,"Columbia Basin Elec Cooperative, Inc",4005,WM Renewable Energy LLC,54842,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.5739,-120.2969
8753,2018,OR,Wheat Field Wind Power Project,56854,Bonneville Power Administration,1738,Wheat Field Wind Power Project LLC,56073,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,021,Gilliam,45.675804,-120.31832
8754,2018,OR,Wheatridge,62745,Umatilla Electric Coop Assn,19325,"Wheatridge Wind Energy, LLC",62668,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.55975,-119.6338
8755,2018,OR,Willow Creek Energy Center,56952,Bonneville Power Administration,1738,Invenergy Services LLC,49893,IPP Non-CHP,Bonneville Power Administration,BPAT,WECC,NWPP,WECC Northwest,,41,049,Morrow,45.6533,-119.9914
