name,typ,zone,netcap,seg1,seg2,seg3,mincap,ramp,minu,mind,var_om,no_load,st_cost,CO2Tax,NOXTax,SO2Tax,PMTax
RVSIDE_2_RERCU4,ngct,SCE,49,8.49,8.56,8.62,18,49,1,1,3.17,20.54794521,3430,27.83602562,1.110816,0.244853,2.940709
RVSIDE_6_SPRING,ngct,SCE,36,12.28,12.35,12.41,13,36,1,1,3.17,15.06849315,2520,35.27148789,42.825924,1.574055,2.937772
REDBLF_6_UNIT,ngct,PGE_valley,44,9.48,9.54,9.61,16,44,1,1,3.17,18.63013699,3080,25.94417134,70.768175,0.22803,0.5143398
CHWCHL_1_UNIT,ngct,PGE_valley,48.6,8.71,8.77,8.84,18,49,1,1,3.17,20.54794521,3402,26.05334571,123.4397483,0.3841365,1.163148
MRGT_6_MMAREF,ngct,SDGE,48,7.9,7.96,8.03,17,48,1,1,3.17,20.2739726,3360,25.79351931,2.630452,0.254499,4.557959
MALAGA_1_PL1X2,ngcc,PGE_valley,96,7.61,7.87,8.13,39,96,2,2,2,44.2804428,6720,26.86635091,0.935676,0.1006425,1.258577
CORONS_6_CLRWTR,ngcc,SCE,28,7.49,7.75,8.02,12,28,4,4,2,12.91512915,1960,17.73905127,21.650994,0.804517,2.937772
RUSCTY_2_UNITS,ngcc,PGE_bay,620,10.06,10.32,10.58,248,620,1,1,2,284.9077491,43400,18.71500136,0.62975,0.111426,4.988439
MNDALY_6_MCGRTH,ngct,SCE,47.2,11.9,11.97,12.03,17,48,1,1,3.17,20,3304,25.62717883,0.75951,0.111879,2.061651
ETIWND_6_GRPLND,ngct,SCE,46,11.9,11.97,12.03,17,46,1,1,3.17,19.45205479,3220,32.7480126,1.097014,0.06074,1.339397
MIRLOM_6_PEAKER,ngct,SCE,46,7.6,7.66,7.73,17,46,1,1,3.17,19.45205479,3220,25.99467524,0.912124,0.045555,1.339397
BARRE_6_PEAKER,ngct,SCE,47,11.9,11.97,12.03,17,47,1,1,3.17,19.7260274,3290,25.98521919,1.64021,0.199869,5.50648
CENTER_6_PEAKER,ngct,SCE,47,11.9,11.97,12.03,17,47,1,1,3.17,19.7260274,3290,31.04936257,4.8473935,0.59269,12.63779
GATWAY_2_PL1X3,ngcc,PGE_bay,562.5,5.91,6.17,6.43,225,563,1,1,2,258.4870849,39375,18.80113735,0.6992895,0.142656,7.069397
COLUSA_2_PL1X3,ngct,PGE_valley,641,5.31,5.37,5.44,225,641,1,1,3.17,270.1369863,44870,18.44101237,0.14220855,0.048442,1.192814
PNCHPP_1_PL1X2,ngct,PGE_valley,119.91,7.6,7.66,7.73,42,120,1,1,3.17,50.68493151,8393.7,28.99116782,1.180734,0.1006425,1.258577
PNCHEG_2_PL1X4,ngct,PGE_valley,401,7.64,7.71,7.77,141,401,1,1,3.17,169.0410959,28070,23.90682288,0.5736585,0.086265,1.258577
OGROVE_6_PL1X2,ngct,SDGE,96,11.9,11.97,12.03,18,96,1,1,3.17,40.54794521,6720,28.46786154,1.735272,0.2969155,4.557959
ELCAJN_6_LM6K,ngct,SDGE,48.1,8.13,8.2,8.26,16,49,1,1,3.17,20.2739726,3367,28.66106579,1.831676,0.2969155,4.557959
ANAHM_2_CANYN1,ngct,SCE,49.4,8.35,8.41,8.48,18,50,1,1,3.17,20.82191781,3458,27.33592964,1.21693,0.199869,5.50648
ANAHM_2_CANYN2,ngct,SCE,49.4,8.35,8.41,8.48,18,50,1,1,3.17,20.82191781,3458,27.33592964,1.21693,0.199869,5.50648
ANAHM_2_CANYN3,ngct,SCE,49.4,8.35,8.41,8.48,18,50,1,1,3.17,20.82191781,3458,27.33592964,1.21693,0.199869,5.50648
ANAHM_2_CANYN4,ngct,SCE,49.4,8.35,8.41,8.48,18,50,1,1,3.17,20.82191781,3458,27.33592964,1.21693,0.199869,5.50648
COCOPP_2_CTG1,ngct,PGE_bay,204.2,8.65,8.71,8.78,72,205,1,1,3.17,86.08219178,14294,30.04014439,1.2349155,0.249648,7.069397
COCOPP_2_CTG2,ngct,PGE_bay,202.7,8.65,8.71,8.78,71,203,1,1,3.17,85.45205479,14189,30.04014439,1.2349155,0.249648,7.069397
COCOPP_2_CTG3,ngct,PGE_bay,208.96,8.65,8.71,8.78,74,209,1,1,3.17,88.08219178,14627.2,30.04014439,1.2349155,0.249648,7.069397
COCOPP_2_CTG4,ngct,PGE_bay,204.29,8.65,8.71,8.78,72,205,1,1,3.17,86.10958904,14300.3,30.04014439,1.2349155,0.249648,7.069397
SENTNL_2_CTG1,ngct,SCE,92.09,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6446.3,26.18852421,1.051308,0.209874,2.940709
SENTNL_2_CTG2,ngct,SCE,92.4,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6468,26.18852421,1.051308,0.209874,2.940709
SENTNL_2_CTG3,ngct,SCE,92.36,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6465.2,26.18852421,1.051308,0.209874,2.940709
SENTNL_2_CTG4,ngct,SCE,91.98,7.63,7.7,7.76,33,92,1,1,3.17,38.90410959,6438.6,26.18852421,1.051308,0.209874,2.940709
SENTNL_2_CTG5,ngct,SCE,91.83,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6428.1,26.18852421,1.051308,0.209874,2.940709
SENTNL_2_CTG6,ngct,SCE,92.16,7.63,7.7,7.76,33,93,1,1,3.17,38.90410959,6451.2,26.18852421,1.051308,0.209874,2.940709
SENTNL_2_CTG7,ngct,SCE,91.84,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6428.8,26.18852421,1.051308,0.209874,2.940709
SENTNL_2_CTG8,ngct,SCE,91.56,7.63,7.7,7.76,33,92,1,1,3.17,38.63013699,6409.2,26.18852421,1.051308,0.209874,2.940709
KELSO_2_UNITS,ngct,PGE_bay,196,8.64,8.7,8.77,69,196,1,1,3.17,82.63013699,13720,27.54890563,1.5343,0.1949955,4.988439
WALCRK_2_CTG1,ngct,SCE,96.43,7.37,7.44,7.5,34,97,1,1,3.17,40.54794521,6750.1,25.16447723,4.891865,0.50802,12.63779
WALCRK_2_CTG2,ngct,SCE,96.91,7.37,7.44,7.5,34,97,1,1,3.17,40.82191781,6783.7,25.16447723,4.891865,0.50802,12.63779
WALCRK_2_CTG3,ngct,SCE,96.65,7.37,7.44,7.5,34,97,1,1,3.17,40.82191781,6765.5,25.16447723,4.891865,0.50802,12.63779
WALCRK_2_CTG4,ngct,SCE,96.49,7.37,7.44,7.5,34,97,1,1,3.17,40.54794521,6754.3,25.16447723,4.891865,0.50802,12.63779
WALCRK_2_CTG5,ngct,SCE,96.65,7.37,7.44,7.5,34,97,1,1,3.17,40.82191781,6765.5,25.16447723,4.891865,0.50802,12.63779
PIOPIC_2_CTG1,ngct,SDGE,106,7.87,7.94,8,17,106,1,1,3.17,44.65753425,7420,25.40925992,1.7215,0.254499,4.557959
PIOPIC_2_CTG2,ngct,SDGE,106,7.87,7.94,8,34,106,1,1,3.17,44.65753425,7420,25.40925992,1.7215,0.254499,4.557959
PIOPIC_2_CTG3,ngct,SDGE,106,7.87,7.94,8,17,106,1,1,3.17,44.65753425,7420,25.40925992,1.7215,0.254499,4.557959
SGREGY_6_SANGER,ngct,PGE_valley,48.3,8.02,8.08,8.15,17,49,1,1,3.17,20.2739726,3381,18.31883594,0.612645,0.05751,1.258577
PLMSSR_6_HISIER,ngct,PGE_valley,6,8.66,8.73,8.79,3,6,1,1,3.17,2.465753425,420,15.79299664,82.5722352,0.17085,0.8178269
LODIEC_2_PL1X2,ngcc,PGE_valley,302.58,5.6,5.87,6.13,122,303,1,1,2,139.1143911,21180.6,18.12715755,0.517965,0.09675,3.38229
STIGCT_2_LODI,ngct,PGE_valley,49.9,9.47,9.53,9.6,18,50,1,1,3.17,21.09589041,3493,18.12715755,0.517965,0.09675,3.38229
VESTAL_2_WELLHD,ngct,SCE,49,7.63,7.7,7.76,18,49,1,1,3.17,20.54794521,3430,31.09449371,0.4185624,0.03432205,0.7742778
SNCLRA_2_HOWLNG,ngct,SCE,13,8.66,8.73,8.79,5,13,1,1,3.17,5.479452055,910,23.23501367,162.27324,0.559395,2.059592
HELMS_PS,psh,PGE_valley,1212,0,0,0,0,1212,1,1,0,0,0,0,0,0,0
EASTWOOD_PS,psh,SCE,148,0,0,0,0,148,1,1,0,0,0,0,0,0,0
HODGES_PS,psh,SDGE,80,0,0,0,0,80,1,1,0,0,0,0,0,0,0
SLACK1,slack,PGE_valley,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000,0,0,0,0
SLACK2,slack,PGE_bay,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000,0,0,0,0
SLACK3,slack,SCE,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000,0,0,0,0
SLACK4,slack,SDGE,10000,10000,10000,10000,0,5000,1,1,0,10000000000,10000000000,0,0,0,0
SCE_hydro,hydro,SCE,2082.666175,0,0,0,0,455,1,1,0,0,0,0,0,0,0
PGEV_hydro,hydro,PGE_valley,4185.568692,0,0,0,0,725,1,1,0,0,0,0,0,0,0
P46I_SCE,imports,WECC_SCE,1716.274635,0,0,0,0,366,1,1,0,0,0,0,0,0,0
P46I_SDGE,imports,WECC_SDGE,99,0,0,0,0,99,1,1,0,0,0,0,0,0,0
P66I,imports,WECC_PGEV,4121.588058,0,0,0,0,860,1,1,0,0,0,0,0,0,0
P61I,imports,WECC_SCE,1323.032957,0,0,0,0,348,1,1,0,0,0,0,0,0,0
P45I,imports,WECC_SDGE,485,0,0,0,0,99,1,1,0,0,0,0,0,0,0
P24I,imports,WECC_PGEV,99,0,0,0,0,47,1,1,0,0,0,0,0,0,0
P42I,imports,WECC_SCE,438,0,0,0,0,47,1,1,0,0,0,0,0,0,0
